index,start_time,end_time,speaker,original_telugu,transliteration
258,"00:14:06,086","00:14:06,466",speaker_7,మీరు,meeru
259,"00:14:07,005","00:14:07,776",speaker_7,ఇంకొకరిని చూసుకోండి.,inkokarini choosukondi.
260,"00:14:25,285","00:14:25,635",speaker_7,0904,0904
261,"00:14:43,206","00:14:44,596",speaker_8,ఎప్పుడూ ఏదో దెబ్బలు తగిలించుకుంటాడంటే,yeppudoo yedho dhebbalu thagilinchukuntaadante
262,"00:14:45,005","00:14:45,346",speaker_8,పని.,pani.
263,"00:14:53,926","00:14:54,635",speaker_8,నువ్వు clean చేస్తావారా?,nuvvu clean chesthaavaaraa?
264,"00:14:57,745","00:14:57,865",speaker_8,ఇంద,indha
265,"00:14:59,546","00:15:00,265",speaker_7,పిల్లి పాపం,pilli paapam
266,"00:15:00,405","00:15:01,235",speaker_8,ఆ పాపే.,aa paape.
267,"00:15:03,675","00:15:05,105",speaker_8,హాయ్ మక్రోన్,haay makron
268,"00:15:06,245","00:15:06,865",speaker_8,ఎక్కడిది రా,yekkadidhi raa
269,"00:15:07,966","00:15:09,076",speaker_7,నీకిష్టం కదా కుమ్మె,neekishtam kadhaa kumme
270,"00:15:10,306","00:15:10,656",speaker_8,మ్యావ్,myaav
271,"00:15:11,426","00:15:12,135",speaker_8,నాకు మక్రోన్,naaku makron
272,"00:15:12,326","00:15:13,135",speaker_8,ఇష్టమని ఇన్నేళ్లలో,ishtamani innellalo
273,"00:15:13,306","00:15:14,076",speaker_8,వీడితో చెప్పలేదే.,veeditho cheppaledhe.
274,"00:15:15,025","00:15:15,375",speaker_7,మ్యావ్,myaav
275,"00:15:16,534","00:15:16,634",speaker_7,మ్యావ్,myaav
276,"00:15:16,595","00:15:17,516",speaker_8,ఆ పెద్దమనిషి కొనిచ్చాడా?,aa pedhdhamanishi konichhaadaa?
277,"00:15:23,785","00:15:24,025",speaker_7,యా,yaa
278,"00:15:24,686","00:15:26,316",speaker_7,మీ అన్నయ్య కొనిస్తే నీకు గొంతులోకి,mee annayya konisthe neeku gonthuloki
279,"00:15:26,505","00:15:26,865",speaker_7,దిగదా?,dhigadhaa?
280,"00:15:27,625","00:15:28,855",speaker_7,చిన్న వయసులో నిన్ను కొట్టాడని,chinna vayasulo ninnu kottaadani
281,"00:15:29,495","00:15:31,176",speaker_7,ఇంకా మనసులో వెంచెస్ పెట్టుకుని తిరుగుతున్నావే.,inkaa manasulo venches pettukuni thiruguthunnaave.
282,"00:15:31,905","00:15:33,076",speaker_7,నీకె టూ మచ్ కాలేదా?,nike too much kaaledhaa?
283,"00:15:33,505","00:15:35,475",speaker_8,"బಲೂన్, బీపీలు ఊదుకుని షోలు చేసుకోవడంతోటే","baಲೂn, beepeelu oodhukuni sholu chesukovadanthote"
284,"00:15:35,865","00:15:36,145",speaker_8,ఆగు.,aagu.
285,"00:15:36,666","00:15:38,485",speaker_8,నాకు advise చేసేంత వయసు నీకు రాలేదు.,naaku advise chesentha vayasu neeku raaledhu.
286,"00:15:38,905","00:15:40,645",speaker_7,వయస్సు వస్తేనే maturity అని కాదు.,vayassu vasthene maturity ani kaadhu.
287,"00:15:41,696","00:15:42,475",speaker_7,మన్నించడం తెలిస్తేనే,manninchadam thelisthene
288,"00:15:42,525","00:15:42,875",speaker_7,maturity.,maturity.
289,"00:15:43,446","00:15:43,846",speaker_8,ఆ,aa
290,"00:15:44,405","00:15:45,056",speaker_7,చిన్న వయసులో,chinna vayasulo
291,"00:15:45,826","00:15:46,176",speaker_7,ఎన్నిసార్లు,yennisaarlu
292,"00:15:46,505","00:15:47,936",speaker_7,నా buttocks మీద వాతలు పెట్టుంటావ్.,naa buttocks meedha vaathalu pettuntaav.
293,"00:15:48,426","00:15:49,176",speaker_7,నేను నిన్ను మన్నించాలా?,nenu ninnu manninchaalaa?
294,"00:15:50,745","00:15:50,975",speaker_8,పోరా,poraa
295,"00:15:51,826","00:15:52,176",speaker_8,కోతిగాడు,kothigaadu
296,"00:15:54,495","00:15:55,016","speaker_8, speaker_7",రేయ్ Bye,rey Bye
297,"00:15:55,066","00:15:55,416",speaker_7,మాత్రముంతి.,maathramunthi.
298,"00:16:03,336","00:16:04,285",speaker_7,ఇంద్రా ఇదిగో,indhraa idhigo
299,"00:16:05,826","00:16:06,635",speaker_7,సుబ్బజన్నా తినురా.,subbajannaa thinuraa.
300,"00:16:09,025","00:16:10,196",speaker_7,ఏంట్రా school కి బయలుదేరావా?,yentraa school ki bayaludheraavaa?
301,"00:16:10,525","00:16:10,875",speaker_9,నువ్వేంట్రా,nuvventraa
302,"00:16:11,265","00:16:11,995",speaker_9,office కి బయలుదేరావా?,office ki bayaludheraavaa?
303,"00:16:12,225","00:16:12,916",speaker_7,పిల్ల పుచ్చకాయ్,pilla puchhakaay
304,"00:16:13,186","00:16:15,066",speaker_9,మింగులోకి మరిగిన జంగిల్ చీతావిరా నువ్వు,minguloki marigina jangil cheethaaviraa nuvvu
305,"00:16:15,765","00:16:16,735",speaker_7,ఏ కుక్కలు,ye kukkalu
306,"00:16:17,056","00:16:17,716",speaker_7,చూసుకుంటే నాకు ఏంట్రా,choosukunte naaku yentraa
307,"00:16:19,645","00:16:20,615",speaker_9,తప్పు చేసావు రా మామ.,thappu chesaavu raa mama.
308,"00:16:21,265","00:16:22,596",speaker_9,నీ lover తాళి తెంపే బదులు,nee lover thaali thempe badhulu
309,"00:16:22,826","00:16:23,885",speaker_9,తనకు lip lock ఇయ్యాల్సింది మామ.,thanaku lip lock iyyaalsindhi mama.
310,"00:16:24,485","00:16:26,005",speaker_9,అప్పుడు వాళ్ళ ఆయనే నీకిచ్చి పెళ్లి చేసేవాడు.,appudu vaalla aayane neekichhi pelli chesevaadu.
311,"00:16:26,265","00:16:27,056",speaker_7,నందన కర్మ,nandhana karma
312,"00:16:28,166","00:16:29,046",speaker_9,Feel అవ్వద్దు మామ.,Feel avvadhdhu mama.
313,"00:16:30,046","00:16:31,586",speaker_9,ఆ dash కి నీ worth అర్థం కాలేదు.,aa dash ki nee worth artham kaaledhu.
314,"00:16:33,405","00:16:33,666",speaker_7,ఆపు,aapu
315,"00:16:34,615","00:16:35,565","speaker_9, speaker_7",ఏరా ఆపురా,yeraa aapuraa
316,"00:16:37,485","00:16:38,005",speaker_9,ఏమైంది మామ,yemaindhi mama
317,"00:16:38,525","00:16:38,946",speaker_6,Dash అంటే,Dash ante
318,"00:16:40,145","00:16:40,586",speaker_6,అర్థం కావా,artham kaavaa
319,"00:16:41,285","00:16:42,046",speaker_6,fill in the blanks చెప్పు,fill in the blanks cheppu
320,"00:16:42,485","00:16:42,745",speaker_9,మామ,mama
321,"00:16:43,385","00:16:44,806",speaker_9,ఆ ఎందుకురా tension అవుతున్నావ్?,aa yendhukuraa tension avuthunnaav?
322,"00:16:45,806","00:16:47,016",speaker_9,ఏదో తెలియకనే చేశాను రా.,yedho theliyakane cheshaanu raa.
323,"00:16:47,466","00:16:48,755",speaker_9,అయినా తను ఇప్పుడు నీ lover కాదుగా,ayinaa thanu ippudu nee lover kaadhugaa
324,"00:16:49,086","00:16:49,966",speaker_6,తను ఇప్పుడు నా Ex.,thanu ippudu naa Ex.
325,"00:16:50,865","00:16:52,046",speaker_6,అట్టికి నా question కి answer.,attiki naa question ki answer.
326,"00:16:52,645","00:16:53,105",speaker_6,Dash అంటే,Dash ante
327,"00:16:54,005","00:16:54,586",speaker_6,option A నా,option A naa
328,"00:16:54,985","00:16:55,765",speaker_9,అది కాదు మామ,adhi kaadhu mama
329,"00:16:55,826","00:16:56,706",speaker_6,Option B నా,Option B naa
330,"00:16:57,066","00:16:57,885",speaker_9,మామ రేయ్,mama rey
331,"00:16:58,645","00:16:59,566",speaker_6,లేదా Option C ఆ,ledhaa Option C aa
332,"00:17:01,686","00:17:03,755",speaker_7,రేయ్ ఎర్ర గొర్రెల్లా రా పక్కకు జరిగి కోడ పోనిండ్రా.,rey yerra gorrellaa raa pakkaku jarigi koda ponindraa.
333,"00:17:05,986","00:17:06,675",speaker_7,ఏంట్రా చూపు?,yentraa choopu?
334,"00:17:16,646","00:17:17,046",speaker_6,Sir sir,Sir sir
335,"00:17:17,096","00:17:17,195",speaker_6,sir sir sir sir sorry sir sorry sir sorry sir sorry sir sir sir,sir sir sir sir sorry sir sorry sir sorry sir sorry sir sir sir
336,"00:17:17,096","00:17:17,326",speaker_6,sir,sir
337,"00:17:17,685","00:17:17,785",speaker_8,ఏం చేస్తావ్ భయపడకు,yem chesthaav bhayapadaku
338,"00:17:17,796","00:17:18,885",speaker_6,మీ marriage anniversary date ఏంటి?,mee marriage anniversary date yenti?
339,"00:17:21,405","00:17:22,266",speaker_7,5th October sir,5th October sir
340,"00:17:22,566","00:17:23,266",speaker_6,ఇవాళ date ఏంటి?,ivaala date yenti?
341,"00:17:25,185","00:17:25,806",speaker_7,5th October,5th October
342,"00:17:26,546","00:17:27,566",speaker_6,Happy Marriage Anniversary,Happy Marriage Anniversary
343,"00:17:37,196","00:17:37,786",speaker_7,Surprise ఆ,Surprise aa
344,"00:17:40,625","00:17:41,336",speaker_7,ఇక date మర్చిపోలేక,ika date marchipoleka
345,"00:17:42,286","00:17:44,076",speaker_8,Thanks బాబు ఇకపై మర్చిపోతారా?,Thanks baabu ikapai marchipothaaraa?
346,"00:18:32,986","00:18:34,215",speaker_11,అలలే అలలే,alale alale
347,"00:18:34,316","00:18:34,665",speaker_11,స్వాగతో,svaagatho
348,"00:18:35,236","00:18:35,586",speaker_11,కదిలే,kadhile
349,"00:18:36,155","00:18:36,505",speaker_11,పొగరే,pogare
350,"00:18:37,076","00:18:37,905",speaker_11,నువ్వు డూడ్.,nuvvu dude.
351,"00:18:40,365","00:18:41,615",speaker_11,ఎవర్రా ఎవర్రా,yevarraa yevarraa
352,"00:18:41,715","00:18:42,065",speaker_11,ఎగబడు,yegabadu
353,"00:18:42,615","00:18:43,925",speaker_11,కథ రా తమరే,katha raa thamare
354,"00:18:44,476","00:18:45,155",speaker_11,కథ డు.,katha du.
355,"00:18:47,156","00:18:47,986",speaker_11,డూడ్ నువ్వు,dude nuvvu
356,"00:18:48,115","00:18:49,265",speaker_11,ten thousand ఆరోతవుచు,ten thousand aarothavuchu
357,"00:18:50,016","00:18:50,365",speaker_11,అడ్డచేని,addacheni
358,"00:18:50,875","00:18:51,225",speaker_11,చిక్కులకి,chikkulaki
359,"00:18:51,556","00:18:51,905",speaker_11,చెప్పేవా,cheppevaa
360,"00:18:52,296","00:18:53,105",speaker_11,చెక్కు. ఎప్పటికి,chekku. yeppatiki
361,"00:18:53,395","00:18:53,745",speaker_11,తక్కెని,thakkeni
362,"00:18:53,915","00:18:54,665",speaker_11,తాపీ. డూడ్,thaapee. dude
363,"00:18:55,076","00:18:55,846",speaker_11,నిన్ను మించినడు,ninnu minchinadu
364,"00:18:56,195","00:18:56,545",speaker_11,నేడు,nedu
365,"00:18:56,875","00:18:59,996",speaker_11,లేడు అస్సలు రాడు. Just another person కాయ్ డూడ్.,ledu assalu raadu. Just another person kaay dude.
366,"00:19:00,115","00:19:00,465",speaker_11,కనపడడే,kanapadade
367,"00:19:00,796","00:19:01,846",speaker_11,history లో వాడు.,history lo vaadu.
368,"00:19:02,476","00:19:04,005",speaker_11,బూమ్ బూమ్ బూమ్ సౌండ్ అయ్యో,boom boom boom sound ayyo
369,"00:19:04,336","00:19:05,086",speaker_11,నీ పవర్.,nee power.
370,"00:19:06,115","00:19:06,465",speaker_11,భూగోళం,bhoogolam
371,"00:19:07,076","00:19:07,425",speaker_11,గుండెల్లో,gundello
372,"00:19:08,016","00:19:08,365",speaker_11,పుల్షివర్.,pulshivar.
373,"00:19:10,126","00:19:11,135",speaker_11,ఎన్నెన్ని నాట్లు,yennenni naatlu
374,"00:19:11,215","00:19:12,485",speaker_11,నీ పై నీకే వరదు,nee pai neeke varadhu
375,"00:19:13,016","00:19:13,365",speaker_11,రాజాడి,raajaadi
376,"00:19:13,955","00:19:14,305",speaker_11,రాజైన,raajaina
377,"00:19:14,875","00:19:15,225",speaker_11,రావణాసుర,raavanaasura
378,"00:19:15,796","00:19:16,145",speaker_11,రావణా.,raavanaa.
379,"00:19:17,195","00:19:18,795",speaker_11,బూమ్ బూమ్ బూమ్ సౌండ్ అయ్యో,boom boom boom sound ayyo
380,"00:19:19,076","00:19:19,865",speaker_11,నీ పవర్.,nee power.
381,"00:19:20,915","00:19:21,265",speaker_11,భూగోళం,bhoogolam
382,"00:19:21,766","00:19:22,115",speaker_11,గుండెల్లో,gundello
383,"00:19:22,796","00:19:23,145",speaker_11,పుల్షివర్.,pulshivar.
384,"00:19:24,556","00:19:24,905",speaker_11,ఎన్నెన్ని,yennenni
385,"00:19:25,296","00:19:25,645",speaker_11,నాట్లు,naatlu
386,"00:19:25,976","00:19:27,285",speaker_11,నీ పై నీకే వరదు,nee pai neeke varadhu
387,"00:19:27,796","00:19:28,145",speaker_11,రాజాడి,raajaadi
388,"00:19:28,756","00:19:29,105",speaker_11,రాజైన,raajaina
389,"00:19:29,615","00:19:29,965",speaker_11,రావణాసుర,raavanaasura
390,"00:19:30,665","00:19:31,015",speaker_11,రావణా.,raavanaa.
391,"00:19:39,466","00:19:40,665",speaker_12,గుంటులేని ప్రేమను,guntuleni premanu
392,"00:19:40,715","00:19:41,065",speaker_12,లోపల,lopala
393,"00:19:41,675","00:19:42,025",speaker_12,దాచుకునే,dhaachukune
394,"00:19:43,056","00:19:43,885",speaker_12,తంతు తేలనిదా.,thanthu thelanidhaa.
395,"00:19:46,056","00:19:46,846",speaker_12,గుంటు దాటి,guntu dhaati
396,"00:19:47,215","00:19:47,565",speaker_12,వెళ్ళక,vellaka
397,"00:19:48,215","00:19:48,565",speaker_12,ఆగిన,aagina
398,"00:19:49,036","00:19:49,385",speaker_12,ప్రేమను,premanu
399,"00:19:50,135","00:19:50,485",speaker_12,ఆపినద,aapinadha
400,"00:19:51,135","00:19:51,485",speaker_12,వరట,varata
401,"00:19:51,875","00:19:52,225",speaker_12,నేనేనా.,nenenaa.
402,"00:19:53,395","00:19:54,065",speaker_12,నా మాటున,naa maatuna
403,"00:19:54,576","00:19:54,925",speaker_12,బాధకు,baadhaku
404,"00:19:55,496","00:19:56,346",speaker_12,మాటల క్యోరువ.,maatala kyoruva.
405,"00:19:57,395","00:19:58,645",speaker_12,నన్ను కన్న కలలకు,nannu kanna kalalaku
406,"00:19:59,336","00:19:59,685",speaker_12,ఆసేజ,aaseja
407,"00:19:59,935","00:20:00,285",speaker_12,సోరువ.,soruva.
408,"00:20:01,256","00:20:01,605",speaker_12,చేరువ,cheruva
409,"00:20:01,935","00:20:02,285",speaker_12,చేరువ,cheruva
410,"00:20:02,875","00:20:03,225",speaker_12,ఊతన్న,oothanna
411,"00:20:03,776","00:20:04,125",speaker_12,స్టార్,star
412,"00:20:04,395","00:20:04,745",speaker_12,ఉవా,uvaa
413,"00:20:05,155","00:20:06,065",speaker_12,జదు కాగలవా.,jadhu kaagalavaa.
414,"00:20:08,236","00:20:08,826",speaker_12,నా మనసను,naa manasanu
415,"00:20:09,115","00:20:09,465",speaker_12,నడిపిన,nadipina
416,"00:20:10,246","00:20:10,596",speaker_12,దయ తలి వెలగువా.,dhaya thali velaguvaa.
417,"00:20:12,135","00:20:13,045",speaker_12,తెల్లవార నడిపిన,thellavaara nadipina
418,"00:20:13,915","00:20:14,265",speaker_12,దయ,dhaya
419,"00:20:14,496","00:20:14,846",speaker_12,తేజినగువా.,thejinaguvaa.
420,"00:20:16,256","00:20:17,195",speaker_12,వేసిన తన మనసు,vesina thana manasu
421,"00:20:17,695","00:20:18,505",speaker_12,చిరు చిరునగవుకు,chiru chirunagavuku
422,"00:20:19,596","00:20:19,945",speaker_12,నీవే,neeve
423,"00:20:20,556","00:20:20,905",speaker_12,కారణమ్మా.,kaaranammaa.
424,"00:20:38,415","00:20:40,025",speaker_11,బూమ్ బూమ్ బూమ్ సౌండ్ అయ్యో,boom boom boom sound ayyo
