index,start_time,end_time,original_telugu,transliteration
247,"00:12:38,903","00:12:40,594",నాకు ఎలాంటి feeling వస్తుందో తెలుసా?,naaku yelaanti feeling vasthundho thelusaa?
248,"00:12:41,083","00:12:41,433",అంటే,ante
249,"00:12:41,744","00:12:45,414",ముందు జాలి వస్తది తర్వాత పాపం కోమల గాడు అని direction chance వస్తది,mundhu jaali vasthadhi tharvaatha paapam komala gaadu ani direction chance vasthadhi
250,"00:12:45,464","00:12:45,814",వాటికంటే,vaatikante
251,"00:12:46,104","00:12:47,213",ముందు irritation వస్తుంది.,mundhu irritation vasthundhi.
252,"00:12:47,563","00:12:48,394",Irritation ఆ,Irritation aa
253,"00:12:50,384","00:12:50,484",ఈ,ee
254,"00:13:31,593","00:13:32,474",వెంకమ్మ ఎంత,venkamma yentha
255,"00:13:32,524","00:13:32,874",బతిమిలాడినా,bathimilaadinaa
256,"00:13:33,043","00:13:34,913",సినిమా చేసేటట్టు లేదురా అయితే love చేయమను.,sinimaa chesetattu ledhuraa ayithe love cheyamanu.
257,"00:13:36,364","00:13:36,913",Love అనయ్యమను,Love anayyamanu
258,"00:13:37,203","00:13:37,874",సినిమా అనయ్యమను,sinimaa anayyamanu
259,"00:13:38,043","00:13:39,994",దెబ్బకు భయపడి సినిమానే చేస్తది ఛీ,dhebbaku bhayapadi sinimaane chesthadhi chee
260,"00:13:40,403","00:13:42,153",ఎంత cheap fellow రా నువ్వు disgusting,yentha cheap fellow raa nuvvu disgusting
261,"00:13:42,344","00:13:43,053",human being.,human being.
262,"00:13:44,443","00:13:44,844",చిత్ర గారు,chithra gaaru
263,"00:13:47,163","00:13:49,774",చెప్పాను కదా నీతో సినిమా చేయను అని మళ్ళీ ఎందుకొచ్చావ్,cheppaanu kadhaa neetho sinimaa cheyanu ani mallee yendhukochhaav
264,"00:13:50,104","00:13:52,533",Life లో సినిమా తప్ప ఇంకేం ఉండదా చిత్ర గారు ఏముంది,Life lo sinimaa thappa inkem undadhaa chithra gaaru yemundhi
265,"00:13:54,183","00:13:55,134",I love you చిత్ర గారు,I love you chithra gaaru
266,"00:13:57,844","00:13:58,433",ఆ Love చేయరా,aa Love cheyaraa
267,"00:13:58,724","00:13:59,533",పోనీ సినిమా చేయండి.,ponee sinimaa cheyandi.
268,"00:14:00,443","00:14:02,074",Love ఓ సినిమానో ఏదో ఒకటి చేయండి madam.,Love o sinimaano yedho okati cheyandi madam.
269,"00:14:03,364","00:14:05,433",ఇప్పుడు నేను love చేయరా నీతో సినిమానే చేస్తా అంటున్నారు.,ippudu nenu love cheyaraa neetho sinimaane chesthaa antunnaaru.
270,"00:14:07,823","00:14:11,274",ఆ సరే మీ ఇష్ట ప్రకారమే సినిమా చేద్దాం okay నా thank you set.,aa sare mee ishta prakaarame sinimaa chedhdhaam okay naa thank you set.
271,"00:14:11,583","00:14:12,884",ఒక్క నిమిషం కోమలి ఉమ్,okka nimisham komali um
272,"00:14:15,403","00:14:16,134",Love ఏ చేద్దామనుకుంటున్నాను,Love ye chedhdhaamanukuntunnaanu
273,"00:14:19,933","00:14:20,714",ఆ నిజమే,aa nijame
274,"00:14:20,764","00:14:21,114",కోమలి,komali
275,"00:14:21,384","00:14:22,053",love ఏ చేద్దామనుకుంటున్నా,love ye chedhdhaamanukuntunnaa
276,"00:14:23,183","00:14:23,754",love చేసుకుందాం,love chesukundhaam
277,"00:14:23,933","00:14:24,474",కోమలి Love,komali Love
278,"00:14:24,753","00:14:28,072",love ఏంది I love you sweetheart నేను చేయలా love Love చేద్దాం ఏయ్,love yendhi I love you sweetheart nenu cheyalaa love Love chedhdhaam yey
279,"00:14:28,403","00:14:28,754",చేసుకుందాం,chesukundhaam
280,"00:14:29,043","00:14:29,364",love,love
281,"00:14:33,063","00:14:33,703",పచ్చ కాడు,pachha kaadu
282,"00:14:35,244","00:14:38,173",Sir నమస్తే multi star గారు sir sir మీరే second hero,Sir namasthe multi star gaaru sir sir meere second hero
283,"00:15:41,423","00:15:42,474",ఏంటమ్మా ఒదిగేమో,yentammaa odhigemo
284,"00:15:42,524","00:15:44,754",మా producer stress వచ్చి పడ్డాడు ఇప్పుడు నాకు stress వస్తుంది,maa producer stress vachhi paddaadu ippudu naaku stress vasthundhi
285,"00:15:44,964","00:15:46,134",నువ్వేమో అది కాదురా,nuvvemo adhi kaadhuraa
286,"00:15:46,884","00:15:49,653",రేపు దీని పెళ్లి చూపులు కదా ఆ నువ్వు ఉంటే బాగుంటాదిరా,repu dheeni pelli choopulu kadhaa aa nuvvu unte baaguntaadhiraa
287,"00:15:50,524","00:15:52,214",ఇంటికి పోదాం పద ఉమ్ ఇంటికొచ్చి,intiki podhaam padha um intikochhi
288,"00:15:52,984","00:15:54,594",ఇప్పుడు నా చెల్లెల్ని వాడెవడో పెళ్లి చేసుకుంటాడు.,ippudu naa chellelni vaadevado pelli chesukuntaadu.
289,"00:15:54,903","00:15:55,774",వాణ్ని బావ అనాలి,vaanni baava anaali
290,"00:15:56,344","00:15:57,214",నాకు ghastly అనిపిస్తాది.,naaku ghastly anipisthaadhi.
291,"00:15:58,384","00:16:01,004",ఆ మన బావ వాళ్ళకి ఒక dad ఉంటాడు వాణ్ని మామ అనాలి,aa mana baava vaallaki oka dad untaadu vaanni maama anaali
292,"00:16:01,543","00:16:03,894",నాకు ghastly అనిపిస్తాయి ఇవన్నీ మదామ్మ పోదాం,naaku ghastly anipisthaayi ivannee madhaamma podhaam
293,"00:16:04,104","00:16:04,774",ghastly అనిపిస్తున్నాయని,ghastly anipisthunnaayani
294,"00:16:04,903","00:16:05,254",చెప్తున్నాడుగా.,chepthunnaadugaa.
295,"00:16:05,903","00:16:08,083",ఏవీ నా పెళ్ళికి వచ్చేది కూడా doubt అమ్మ రా అమ్మ ఆగువే,yevee naa pelliki vachhedhi koodaa doubt amma raa amma aaguve
296,"00:16:08,774","00:16:08,874",ఆ,aa
297,"00:16:43,994","00:16:44,964",చూశారుగా సినిమా,chooshaarugaa sinimaa
298,"00:16:45,043","00:16:46,694",ఇక మిగిలిన movie ఎవరు direct చేస్తారు?,ika migilina movie yevaru direct chesthaaru?
299,"00:16:47,043","00:16:47,323",నువ్వా,nuvvaa
300,"00:16:47,864","00:16:50,224",నాకు industry లో మంచి పేరుంది sir నేను చేయలేను sir,naaku industry lo manchi perundhi sir nenu cheyalenu sir
301,"00:16:50,783","00:16:52,504",నేను industry లో మంచి పేరు తెచ్చుకుందాం అని చూస్తున్నా sir,nenu industry lo manchi peru thechhukundhaam ani choosthunnaa sir
302,"00:16:53,063","00:16:54,183",నా పేరు ఏయనంటే చేస్తాను sir,naa peru yeyanante chesthaanu sir
303,"00:16:55,063","00:16:55,923",ఆ నేను చేయండి sir,aa nenu cheyandi sir
304,"00:16:56,524","00:16:56,803",నాకు పర్వాలేదు,naaku parvaaledhu
305,"00:16:57,464","00:16:58,264",కాఫీ తాగేయ్ లెండి.,kaaphee thaagey lendi.
306,"00:16:59,144","00:17:00,033",నువ్వు చేస్తావా direction,nuvvu chesthaavaa direction
307,"00:17:00,864","00:17:01,433","ఈ parties,","ee parties,"
308,"00:17:01,663","00:17:02,014",universe,universe
309,"00:17:02,163","00:17:02,673",లు లేవంటే,lu levante
310,"00:17:02,803","00:17:03,864",నేను చేస్తాను బాబు గారు,nenu chesthaanu baabu gaaru
311,"00:17:04,503","00:17:07,304",Fix పుల్లమ్మ నువ్వే director Daddy ఎందుకు daddy,Fix pullamma nuvve director Daddy yendhuku daddy
312,"00:17:07,903","00:17:08,884",అంత tension పడుతున్నారు,antha tension paduthunnaaru
313,"00:17:09,653","00:17:10,683",కనిపించిన వాళ్ళందరినీ,kanipinchina vaallandharinee
314,"00:17:10,743","00:17:12,093",సినిమా చేయమని ఎందుకు అడుగుతున్నారు,sinimaa cheyamani yendhuku aduguthunnaaru
315,"00:17:12,443","00:17:15,433",ఆ కోమలి గాడేమో ఇంకా నాలుగు కోట్లు లేకుండా సినిమా finish చేయలేనంటాడమ్మా,aa komali gaademo inkaa naalugu kotlu lekundaa sinimaa finish cheyalenantaadammaa
316,"00:17:15,693","00:17:15,864",Daddy,Daddy
317,"00:17:16,384","00:17:19,753",ఆ కోమలి గారితో కోటి రూపాయల్లో సినిమా finish చేయిస్తా ఆ కోమలి తోటా,aa komali gaaritho koti roopaayallo sinimaa finish cheyisthaa aa komali thotaa
318,"00:17:20,084","00:17:21,193",వాడు మన ఇంటి ముందు,vaadu mana inti mundhu
319,"00:17:21,503","00:17:22,333",కుక్కలా తిరుగుతున్నాడు.,kukkalaa thiruguthunnaadu.
320,"00:17:24,663","00:17:25,733",చుచు అని biscuit వేస్తే,chuchu ani biscuit vesthe
321,"00:17:26,064","00:17:26,884",సినిమా చేస్తాడు వాడు,sinimaa chesthaadu vaadu
322,"00:17:27,604","00:17:28,084",చూడండి. వీడు,choodandi. veedu
323,"00:17:28,134","00:17:30,023",ఇక్కడికి మళ్ళీ వచ్చాడా ఏయ్ కోమలి,ikkadiki mallee vachhaadaa yey komali
324,"00:17:31,784","00:17:32,963",హాయ్ నిన్నే,haay ninne
325,"00:17:33,044","00:17:35,213",రా నేనా రా రా రా నన్ను పైకి రమ్మంటున్నారా,raa nenaa raa raa raa nannu paiki rammantunnaaraa
326,"00:17:36,183","00:17:36,384",yes,yes
327,"00:17:37,144","00:17:39,673",yes thank you so much అండి. అసలు మీరు ఇంత మంచి వాళ్ళని తెలియాక,yes thank you so much andi. asalu meeru intha manchi vaallani theliyaaka
328,"00:17:39,723","00:17:40,073",తిట్టుకున్నానండి.,thittukunnaanandi.
329,"00:17:40,604","00:17:42,213",కోటి రూపాయల్లో సినిమా finish చేయాలి,koti roopaayallo sinimaa finish cheyaali
330,"00:17:42,463","00:17:42,683",ఆ,aa
331,"00:17:44,663","00:17:45,344",కోటి రూపాయలా,koti roopaayalaa
332,"00:17:46,023","00:17:46,983",ఏం కుక్కలాగా కనిపిస్తున్నానా,yem kukkalaagaa kanipisthunnaanaa
333,"00:17:47,223","00:17:48,233",biscuit వేస్తారా నాకు,biscuit vesthaaraa naaku
334,"00:17:48,644","00:17:49,003",ఓహో,oho
335,"00:17:49,503","00:17:52,673",కోటి రూపాయలతో సినిమా తీస్తే ఏమవుతదో తెలుసా మీ తాత ఆత్మ కిందకొచ్చి,koti roopaayalatho sinimaa theesthe yemavuthadho thelusaa mee thaatha aathma kindhakochhi
336,"00:17:52,723","00:17:53,073",ఏడుస్తాది.,yedusthaadhi.
337,"00:17:53,624","00:17:54,173",నేను చెప్పారా,nenu cheppaaraa
338,"00:17:54,443","00:17:54,793",అర్థమవుతుందా,arthamavuthundhaa
339,"00:17:55,334","00:17:57,013",ఇవన్నీ నాతో కాదు గాని వేరే వాళ్ళని చూసుకోండి,ivannee naatho kaadhu gaani vere vaallani choosukondi
340,"00:17:57,243","00:17:57,593",ఉంటా,untaa
341,"00:18:00,284","00:18:00,913",ఈ అమ్మాయి ఎవర్రా,ee ammaayi yevarraa
342,"00:18:01,324","00:18:02,353",ఈ అమ్మాయి ఇంటి owner,ee ammaayi inti owner
343,"00:18:02,503","00:18:03,284",తాను కట్టే rent,thaanu katte rent
344,"00:18:03,743","00:18:04,983",sir కోటి రూపాయల్లో సినిమా చేద్దాం sir,sir koti roopaayallo sinimaa chedhdhaam sir
345,"00:18:06,784","00:18:07,544",ఇందాక చేయనన్నా,indhaaka cheyanannaa
346,"00:18:08,503","00:18:09,703",ఇప్పుడు చేస్తా అంటున్నా కదండీ,ippudu chesthaa antunnaa kadhandee
347,"00:18:10,104","00:18:11,134",మరి మా తాత ఆత్మ,mari maa thaatha aathma
348,"00:18:11,483","00:18:13,093",బాటిల్ వేసి మూత పెడతాలెండి ఆత్మని,baatil vesi mootha pedathaalendi aathmani
349,"00:18:13,364","00:18:14,813",రేయ్ కోటి అంటే కోటే,rey koti ante kote
350,"00:18:15,144","00:18:18,274",కోటి అంటే కోటే మీ తాత మీద ఒట్టు okay నా రేపు పొద్దున budget వేసుకొని,koti ante kote mee thaatha meedha ottu okay naa repu podhdhuna budget vesukoni
351,"00:18:18,324","00:18:20,134",వస్తా okay నా okay నాకు stress వచ్చేటట్టుంది,vasthaa okay naa okay naaku stress vachhetattundhi
