index,start_time,end_time,speaker,original_telugu,transliteration,Actors
224,"00:10:52,988","00:10:54,298",speaker_6,ప్రతి వాడికి కాల్ చేసి బెదిరిస్తుంటారు,prathi vaadiki kaal chesi bedhiristhuntaaru,
225,"00:10:54,508","00:10:54,858",speaker_6,కదా.,kadhaa.,
226,"00:10:55,227","00:10:56,478",speaker_6,మీకు ఇలాంటి కాల్స్ ఏమైనా,meeku ilaanti kaals yemainaa,
227,"00:10:56,727","00:10:57,858",speaker_7,అబ్బేబ్బే అలాంటిదేం లేదు సర్.,abbebbe alaantidhem ledhu sar.,
228,"00:10:57,908","00:10:58,258",speaker_6,ఉమ్.,um.,
229,"00:11:02,268","00:11:02,408",speaker_6,ఈ,ee,
230,"00:11:08,107","00:11:09,298",speaker_6,సాంగ్ ఏ సినిమాలోదో చెప్పండి.,saang ye sinimaalodho cheppandi.,
231,"00:11:09,548","00:11:09,898",speaker_7,మాయాబజార్,maayaabajaar,
232,"00:11:10,028","00:11:10,518",speaker_7,కదా సర్.,kadhaa sar.,
233,"00:11:10,707","00:11:11,658",speaker_6,అరే కరెక్ట్ గా చెప్పారు.,are karekt gaa cheppaaru.,
234,"00:11:12,248","00:11:13,138",speaker_6,ఇది ఎందులోదో చెప్పండి.,idhi yendhulodho cheppandi.,
235,"00:11:13,567","00:11:14,218",speaker_8,అబ్బే సాలే,abbe saale,
236,"00:11:14,758","00:11:16,298",speaker_8,ఇది నేను చేసే చివరి కాల్.,idhi nenu chese chivari kaal.,
237,"00:11:16,668","00:11:17,358",speaker_8,రెండు కోట్లు,rendu kotlu,
238,"00:11:17,807","00:11:19,518",speaker_8,రేపు రాత్రి నా మనుషులు వెయిట్ చేస్తుంటారు.,repu raathri naa manushulu veyit chesthuntaaru.,
239,"00:11:20,187","00:11:22,218",speaker_8,ఒక్క రూపాయి తగ్గినా నీ ఫ్యామిలీలో,okka roopaayi thagginaa nee phyaamileelo,
240,"00:11:22,447","00:11:23,378",speaker_8,ఒక్కడు కూడా మిగలడు.,okkadu koodaa migaladu.,
241,"00:11:23,587","00:11:24,708",speaker_7,ప్లీజ్ సర్ నా ఫ్యామిలీని ఈ,pleej sar naa phyaamileeni ee,
242,"00:11:24,758","00:11:25,638",speaker_6,ఈ డైలాగ్ ఏ సినిమాలోది,ee dailaag ye sinimaalodhi,
243,"00:11:26,327","00:11:26,918",speaker_6,మీకు తెలుసా?,meeku thelusaa?,
244,"00:11:27,288","00:11:27,937",speaker_7,తెలీదు సర్.,theleedhu sar.,
245,"00:11:28,128","00:11:28,548",speaker_6,ఆ,aa,
246,"00:11:29,548","00:11:29,927",speaker_6,రత్నం,rathnam,
247,"00:11:30,168","00:11:30,398",speaker_7,సర్,sar,
248,"00:11:30,447","00:11:32,687",speaker_6,మన వాళ్ళని సౌండ్స్ రాకుండా సైలెంట్ గా పని చేసుకోమను,mana vaallani saunds raakundaa sailent gaa pani chesukomanu,
249,"00:11:33,107","00:11:33,758",speaker_6,ఏం చేస్తాం.,yem chesthaam.,
250,"00:11:34,067","00:11:34,718",speaker_6,నిజం చెప్పించాలంటే,nijam cheppinchaalante,
251,"00:11:35,307","00:11:35,658",speaker_6,తప్పదుగా.,thappadhugaa.,
252,"00:11:36,207","00:11:36,798",speaker_7,అంటే సర్,ante sar,
253,"00:11:37,248","00:11:38,457",speaker_7,రసూల్ మా ఫ్యామిలీని చంపేస్తానంటే,rasool maa phyaamileeni champesthaanante,
254,"00:11:39,168","00:11:39,818",speaker_7,ఇచ్చాను సర్.,ichhaanu sar.,
255,"00:11:39,868","00:11:40,218",speaker_6,ఇచ్చినోడివి,ichhinodivi,
256,"00:11:40,648","00:11:41,858",speaker_6,మళ్ళీ వెనకాల ఎవడిని పంపించావ్.,mallee venakaala yevadini pampinchaav.,
257,"00:11:42,107","00:11:43,197",speaker_7,లేదు సర్ నేనెవరినీ పంపించలేదు.,ledhu sar nenevarinee pampinchaledhu.,
258,"00:11:43,447","00:11:43,798",speaker_6,నిజంగా,nijangaa,
259,"00:11:44,008","00:11:44,618",speaker_7,నిజం సర్.,nijam sar.,
260,"00:11:45,307","00:11:46,918",speaker_6,అసలు ఏం జరిగిందో కరెక్ట్ గా చెప్పు.,asalu yem jarigindho karekt gaa cheppu.,
261,"00:11:47,107","00:11:47,947",speaker_7,నేను వెళ్ళాను సర్.,nenu vellaanu sar.,
262,"00:11:54,107","00:11:54,658",speaker_7,టూ క్రోర్స్.,too krors.,
263,"00:11:56,727","00:11:56,827",speaker_6,ఆ,aa,
264,"00:11:57,128","00:11:58,557",speaker_7,నేను క్యాష్ ఇచ్చి వచ్చేసాను సర్.,nenu kyaash ichhi vachhesaanu sar.,
265,"00:11:59,028","00:11:59,838",speaker_6,నువ్వు క్యాష్ ఇచ్చినప్పుడు,nuvvu kyaash ichhinappudu,
266,"00:12:00,008","00:12:01,218",speaker_6,ఆ స్పాట్ లో ఒక్కడే ఉన్నాడా?,aa spaat lo okkade unnaadaa?,
267,"00:12:01,508","00:12:02,177",speaker_7,ఒక్కడే ఉన్నాడు.,okkade unnaadu.,
268,"00:12:02,227","00:12:03,067",speaker_6,ఇంకెవరూ లేరా?,inkevaroo leraa?,
269,"00:12:03,128","00:12:03,838",speaker_7,ఇంకెవరూ లేరు.,inkevaroo leru.,
270,"00:12:04,128","00:12:04,778",speaker_6,అయితే రత్నం,ayithe rathnam,
271,"00:12:04,988","00:12:06,697",speaker_6,ఇతను వచ్చిన తర్వాత ఏం జరిగిందంటే,ithanu vachhina tharvaatha yem jarigindhante,
272,"00:12:08,327","00:12:09,317",speaker_9,Smell బావుందా?,Smell baavundhaa?,
273,"00:12:11,327","00:12:12,057",speaker_10,ఎవడ్రా నువ్వు?,yevadraa nuvvu?,
274,"00:12:12,107","00:12:12,937",speaker_9,పైకి పోయేవాడివి,paiki poyevaadivi,
275,"00:12:13,227","00:12:13,998",speaker_9,పరిచయాలు అవసరమేట్రా,parichayaalu avasarametraa,
276,"00:12:14,168","00:12:14,578",speaker_9,నీకు.,neeku.,
277,"00:12:14,628","00:12:14,978",speaker_10,అరేయ్.,arey.,
278,"00:12:22,668","00:12:23,978",speaker_10,"సల్మాన్, వాడి సంగతి నేను చూసుకుంటాను.","salmaan, vaadi sangathi nenu choosukuntaanu.",
279,"00:12:24,168","00:12:26,038",speaker_10,నువ్వు bag తీసుకొని వెళ్ళిపో. జాకెట్ సీదా bike కి పోసుకో.,nuvvu bag theesukoni vellipo. jaaket seedhaa bike ki posuko.,
280,"00:12:36,788","00:12:37,817",speaker_9,అది రత్నం కథ.,adhi rathnam katha.,
281,"00:12:38,148","00:12:38,498",speaker_9,వాళ్ళందరినీ,vaallandharinee,
282,"00:12:38,807","00:12:40,378",speaker_9,చంపి వాడు cash తీసుకొని వెళ్ళిపోయాడు.,champi vaadu cash theesukoni vellipoyaadu.,
283,"00:12:41,148","00:12:42,008",speaker_9,ఇతన్ని మనం వదిలేసినా,ithanni manam vadhilesinaa,
284,"00:12:42,587","00:12:43,498",speaker_9,ఆ Rasool గాడు వదలడు.,aa Rasool gaadu vadhaladu.,
285,"00:12:43,707","00:12:44,638",speaker_9,వాళ్ళని వీడే చంపించాడనుకుంటాడు,vaallani veede champinchaadanukuntaadu,
286,"00:12:45,148","00:12:45,498",speaker_9,కదా.,kadhaa.,
287,"00:12:45,947","00:12:47,077",speaker_10,ఇప్పుడు నేనేం చేయాలి sir?,ippudu nenem cheyaali sir?,
288,"00:12:47,148","00:12:47,778",speaker_9,Rasool ఎక్కడ?,Rasool yekkada?,
289,"00:12:48,248","00:12:49,077",speaker_10,Bangkok లో ఉన్నాడు.,Bangkok lo unnaadu.,
290,"00:12:49,327","00:12:50,458",speaker_10,అక్కడి నుంచే నాకు call చేశాడు.,akkadi nunche naaku call cheshaadu.,
291,"00:12:50,508","00:12:51,437",speaker_9,వాడు ఇక్కడికి వచ్చేసరికి,vaadu ikkadiki vachhesariki,
292,"00:12:51,628","00:12:52,817",speaker_9,నువ్వు అక్కడికి jump అయిపో.,nuvvu akkadiki jump ayipo.,
293,"00:12:53,087","00:12:53,437",speaker_9,Jump.,Jump.,
294,"00:12:53,668","00:12:55,518",speaker_10,"రెండు కోట్లు, అంత డబ్బు ఏం చేసుకుంటాడు sir?","rendu kotlu, antha dabbu yem chesukuntaadu sir?",
295,"00:12:55,567","00:12:55,918",speaker_9,విసరుగుంటాడు.,visaruguntaadu.,
296,"00:12:56,148","00:12:56,498",speaker_9,మనకెందకయా?,manakendhakayaa?,
297,"00:13:06,097","00:13:07,177",speaker_10,Hip hop,Hip hop,
298,"00:13:07,227","00:13:07,918",speaker_10,hip hop hip hop,hip hop hip hop,
299,"00:13:08,327","00:13:09,197",speaker_10,hip hop,hip hop,
300,"00:13:10,447","00:13:11,528",speaker_10,here comes hip hopper,here comes hip hopper,
301,"00:13:11,697","00:13:12,048",speaker_10,here,here,
302,"00:13:12,868","00:13:13,778",speaker_10,comes hip hopper,comes hip hopper,
303,"00:13:13,977","00:13:14,327",speaker_10,here,here,
304,"00:13:15,008","00:13:15,918",speaker_10,comes hip hopper,comes hip hopper,
305,"00:13:16,807","00:13:17,798",speaker_10,ladies and gentlemen,ladies and gentlemen,
306,"00:13:17,988","00:13:19,118",speaker_10,giving you the hip hopper.,giving you the hip hopper.,
307,"00:13:33,788","00:13:36,018",speaker_10,Chalo life is nothing but just hip hop.,Chalo life is nothing but just hip hop.,
308,"00:13:42,368","00:13:44,838",speaker_10,Chalo life is all about hit and hop. Thoda,Chalo life is all about hit and hop. Thoda,
309,"00:13:45,008","00:13:46,077",speaker_10,sa pyaar dalo,sa pyaar dalo,
310,"00:13:46,648","00:13:48,338",speaker_10,thoda sa fire dalo,thoda sa fire dalo,
311,"00:13:48,768","00:13:50,478",speaker_10,thoda sa jor dalo,thoda sa jor dalo,
312,"00:13:50,927","00:13:52,138",speaker_10,life is a cocktail.,life is a cocktail.,
313,"00:13:53,067","00:13:54,758",speaker_10,Thoda sa teep dalo,Thoda sa teep dalo,
314,"00:13:55,207","00:13:56,398",speaker_10,thoda sa chedu,thoda sa chedu,
315,"00:13:56,587","00:13:56,937",speaker_10,dalo,dalo,
316,"00:13:57,347","00:13:58,457",speaker_10,thoda sa navvu,thoda sa navvu,
317,"00:13:58,707","00:13:59,057",speaker_10,dalo,dalo,
318,"00:13:59,528","00:14:00,718",speaker_10,life is a cocktail.,life is a cocktail.,
319,"00:14:01,847","00:14:02,658",speaker_10,Suno suno,Suno suno,
320,"00:14:03,028","00:14:03,898",speaker_10,one more time,one more time,
321,"00:14:04,087","00:14:04,437",speaker_10,having,having,
322,"00:14:04,607","00:14:08,677",speaker_10,fun is not a crime lets all dance and sing and rhyme tudubadubaduba.,fun is not a crime lets all dance and sing and rhyme tudubadubaduba.,
323,"00:14:10,467","00:14:11,218",speaker_10,Suno suno,Suno suno,
324,"00:14:11,548","00:14:11,898",speaker_10,siddhantam,siddhantam,
325,"00:14:12,607","00:14:13,258",speaker_10,prathi nimisham,prathi nimisham,
326,"00:14:13,447","00:14:14,057",speaker_10,mana priyanestham,mana priyanestham,
327,"00:14:14,768","00:14:15,658",speaker_10,saradha nadhilo,saradha nadhilo,
328,"00:14:15,847","00:14:17,197",speaker_10,munake gutake life,munake gutake life,
329,"00:14:17,427","00:14:18,076",speaker_10,edhra ksharasam.,edhra ksharasam.,
330,"00:14:18,528","00:14:19,158",speaker_10,Shiva shambo,Shiva shambo,
331,"00:14:19,607","00:14:20,238",speaker_10,shiva shambo,shiva shambo,
332,"00:14:20,908","00:14:21,557",speaker_10,shiva shambo,shiva shambo,
333,"00:14:21,748","00:14:22,358",speaker_10,shiva shambo,shiva shambo,
334,"00:14:23,128","00:14:23,718",speaker_10,shiva shambo,shiva shambo,
335,"00:14:23,908","00:14:24,518",speaker_10,shiva shambo,shiva shambo,
336,"00:14:24,947","00:14:25,598",speaker_10,shiva shambo.,shiva shambo.,
337,"00:14:26,087","00:14:26,957",speaker_10,One more time.,One more time.,
338,"00:14:27,128","00:14:27,758",speaker_10,Shiva shambo,Shiva shambo,
339,"00:14:28,207","00:14:28,817",speaker_10,shiva shambo,shiva shambo,
340,"00:14:29,528","00:14:30,118",speaker_10,shiva shambo,shiva shambo,
341,"00:14:30,307","00:14:30,937",speaker_10,shiva shambo,shiva shambo,
342,"00:14:31,687","00:14:32,278",speaker_10,shiva shambo,shiva shambo,
343,"00:14:32,467","00:14:33,057",speaker_10,shiva shambo,shiva shambo,
344,"00:14:33,508","00:14:34,138",speaker_10,shiva shambo.,shiva shambo.,
345,"00:14:36,187","00:14:40,298",speaker_10,Thoda sa hip thoda sa hop life is nothing but just hip hop.,Thoda sa hip thoda sa hop life is nothing but just hip hop.,
346,"00:14:40,488","00:14:41,358",speaker_10,Thoda sa hip,Thoda sa hip,
347,"00:14:41,528","00:14:44,598",speaker_10,thoda sa hop life is all about hip and hop.,thoda sa hop life is all about hip and hop.,
348,"00:14:44,748","00:14:45,358",speaker_10,Here comes,Here comes,
349,"00:14:47,427","00:14:48,187",speaker_10,hip hopper,hip hopper,
350,"00:14:49,107","00:14:49,658",speaker_10,here comes,here comes,
351,"00:14:49,927","00:14:50,356",speaker_10,hip hopper here,hip hopper here,
352,"00:14:50,888","00:14:53,378",speaker_10,comes hip hopper ladies and gentlemen giving you the hip hopper.,comes hip hopper ladies and gentlemen giving you the hip hopper.,
353,"00:14:55,288","00:14:55,638",speaker_10,Chalo,Chalo,
354,"00:14:59,807","00:15:01,817",speaker_10,life is nothing but just hip hop.,life is nothing but just hip hop.,
355,"00:15:08,087","00:15:10,278",speaker_10,Chalo life is all about hit and hop.,Chalo life is all about hit and hop.,
356,"00:15:14,577","00:15:15,798",speaker_10,ఆ భావాలంటే,aa bhaavaalante,
357,"00:15:15,847","00:15:16,197",speaker_10,ఒకడికి,okadiki,
358,"00:15:16,388","00:15:16,738",speaker_10,మత్తు,maththu,
359,"00:15:17,187","00:15:18,338",speaker_10,భక్తి అంటే ఒకడికి,bhakti ante okadiki,
360,"00:15:18,528","00:15:18,878",speaker_10,మత్తు,maththu,
361,"00:15:19,327","00:15:19,677",speaker_10,మత్తులోనే,maththulone,
362,"00:15:20,648","00:15:20,998",speaker_10,లోకం,lokam,
363,"00:15:21,467","00:15:21,817",speaker_10,మొత్తం,moththam,
364,"00:15:21,947","00:15:22,298",speaker_10,ఉన్నదే.,unnadhe.,
365,"00:15:23,087","00:15:23,978",speaker_10,హే తాచుకుంటే,he thaachukunte,
366,"00:15:24,447","00:15:24,798",speaker_10,ఒకడికి,okadiki,
367,"00:15:24,967","00:15:25,317",speaker_10,మత్తు,maththu,
368,"00:15:25,768","00:15:26,118",speaker_10,దోచుకుంటే,dhochukunte,
369,"00:15:26,567","00:15:26,918",speaker_10,ఒకడికి,okadiki,
370,"00:15:27,128","00:15:27,478",speaker_10,మత్తు,maththu,
371,"00:15:27,908","00:15:28,258",speaker_10,మత్తులోనే,maththulone,
372,"00:15:29,268","00:15:29,618",speaker_10,మనిషికి,manishiki,
373,"00:15:30,067","00:15:30,838",speaker_10,ముక్తి ఉన్నదే.,mukti unnadhe.,
374,"00:15:31,668","00:15:32,658",speaker_10,హే నిషా నిషా,he nishaa nishaa,
375,"00:15:33,028","00:15:34,706",speaker_10,ఏదో నిషా నిన్న నేడు,yedho nishaa ninna nedu,
376,"00:15:35,187","00:15:36,577",speaker_10,రేపో నిషా తనకై,repo nishaa thanakai,
377,"00:15:36,748","00:15:37,098",speaker_10,తానే,thaane,
378,"00:15:37,288","00:15:37,638",speaker_10,బ్రతికే,brathike,
379,"00:15:37,847","00:15:39,218",speaker_10,వాడే మనలో తానిషా.,vaade manalo thaanishaa.,
380,"00:15:39,967","00:15:41,638",speaker_10,Shiva shambo shiva shambo,Shiva shambo shiva shambo,
381,"00:15:42,368","00:15:42,978",speaker_10,shiva shambo,shiva shambo,
382,"00:15:43,187","00:15:43,778",speaker_10,shiva shambo,shiva shambo,
383,"00:15:44,548","00:15:45,138",speaker_10,shiva shambo,shiva shambo,
384,"00:15:45,327","00:15:45,918",speaker_10,shiva shambo,shiva shambo,
385,"00:15:46,368","00:15:46,998",speaker_10,shiva shambo.,shiva shambo.,
386,"00:15:47,508","00:15:49,158",speaker_10,One more time. Shiva shambo,One more time. Shiva shambo,
387,"00:15:50,947","00:15:51,557",speaker_10,shiva shambo,shiva shambo,
388,"00:15:51,727","00:15:52,358",speaker_10,shiva shambo,shiva shambo,
389,"00:15:52,538","00:15:52,638",speaker_10,shiva shambo,shiva shambo,
